year,quarter,impact,recession,total,federal,state_local,consumption,projection
1999,Q4,-0.4001301475454642,0,0.032798248442021116,0.2265739336065705,0.13856905433482045,-0.3323447394993698,0
2000,Q1,-0.6703965675335691,0,-1.7713383907263012,-1.2899860487594603,0.03105174246149044,-0.5124040844283313,0
2000,Q2,-0.5348523009634459,0,-0.26392126790566406,0.5096403396977193,-0.5210445138904414,-0.25251709371294195,0
2000,Q3,-0.7600872754030221,0,-1.0378876914221433,-0.7336623553012602,-0.26805266809645917,-0.03617266802442393,0
2000,Q4,-0.8197546205169435,0,-0.2058711320136641,0.05230093300517591,-0.27839168671979275,0.020219621700952744,0
2001,Q1,-0.1891461024099781,1,0.7510956817015604,0.45793150726642096,0.06112346004610382,0.2320407143890356,0
2001,Q2,0.1245059669902687,1,0.9906870096953231,0.4097131224623474,0.28458920797160087,0.29638467926137485,0
2001,Q3,0.5463299375578019,1,0.6494081908479892,-0.30942621136487825,-0.32714517100075113,1.2859795732136186,0
2001,Q4,1.0611965534281118,1,1.8535953314675755,0.14345413165256127,0.5839128750824745,1.1262283247325398,0
2002,Q1,1.431970391129437,0,2.2341910325068617,1.116277741909572,-0.25996529685632097,1.3778785874536106,0
2002,Q2,1.6782994229162056,0,1.9760031368423976,0.34804858405703665,-0.23937301614856898,1.86732756893393,0
2002,Q3,1.8769216258980865,0,1.4438970027755123,-0.06679654978330551,-0.015799167049130924,1.5264927196079487,0
2002,Q4,1.7186106487484927,0,1.2203514228692,0.3678651766673146,-0.26271007306912925,1.1151963192710148,0
2003,Q1,1.3752193279226814,0,0.8606257492036163,0.07791429967754315,-0.47875234833311087,1.261463797859184,0
2003,Q2,1.2407666445956913,0,1.4381924035344373,1.691053464508555,-1.3975606726217884,1.1446996116476706,0
2003,Q3,1.0592300771895036,0,0.717750733150761,-0.7291484629541103,0.432176423360051,1.0147227727448203,0
2003,Q4,0.9265308311218097,0,0.6895544385984241,0.5324936769493589,-0.5294392167402928,0.6864999783893581,0
